,e1,e2,intensity
EED<->LRP,EED,LRP,0.8663631306616667
GAG<->MAPT,GAG,MAPT,0.865861811856097
CHP<->OAT,CHP,OAT,0.865445267633924
POLI<->SRI,POLI,SRI,0.8653747865664763
GEM<->MTF,GEM,MTF,0.8636818977982151
EGF<->PGF,EGF,PGF,0.8633970675998822
CHM<->HAT,CHM,HAT,0.8623739435059303
LRP<->SSB,LRP,SSB,0.8623009396394582
BF<->PRL,BF,PRL,0.8619437795310199
POL<->RHO,POL,RHO,0.8613981978129331
GAG<->PML,GAG,PML,0.8612550024627693
HTERT<->PML,HTERT,PML,0.8611745112116709
CCK<->SNRNP,CCK,SNRNP,0.8611307315144192
GAG<->NUMB,GAG,NUMB,0.8606280370923635
PTER<->SST,PTER,SST,0.8597409317009252
BF<->NANOG,BF,NANOG,0.8584640190898141
HAT<->XG,HAT,XG,0.858342527967289
ESD<->IGM,ESD,IGM,0.8567326320931156
CHP<->MAPT,CHP,MAPT,0.856402045729524
GGT<->MIP,GGT,MIP,0.8555598551894035
ESD<->SST,ESD,SST,0.8552885872580207
GAG<->SNRNP,GAG,SNRNP,0.8551834996303729
JK<->XIAP,JK,XIAP,0.8549287300652476
HAT<->XIAP,HAT,XIAP,0.8546350848198968
CLSPN<->LAT,CLSPN,LAT,0.8544166153712492
HTERT<->LRP,HTERT,LRP,0.8517015080853333
NSF<->SON,NSF,SON,0.8508287833202022
EED<->GAG,EED,GAG,0.8504458034864961
PTER<->TRE,PTER,TRE,0.8503142629123345
HNRNPK<->SCFV,HNRNPK,SCFV,0.8499980186776536
JK<->TERT,JK,TERT,0.8487404542569266
NGF<->POL,NGF,POL,0.8483456868006732
EMB<->NSF,EMB,NSF,0.8482739103602375
MUT<->SNRNP,MUT,SNRNP,0.8477686607128458
CHM<->POL,CHM,POL,0.8471359324739315
ER<->STAC,ER,STAC,0.847105412044774
CHP<->EED,CHP,EED,0.8467109144389009
GAG<->MLL,GAG,MLL,0.8465469391303804
KIZ<->SRI,KIZ,SRI,0.8443563016064018
KIZ<->MLL,KIZ,MLL,0.8443307218216294
NANOG<->PRL,NANOG,PRL,0.8432013375055242
POL<->TNF,POL,TNF,0.8426766905059655
BF<->PTER,BF,PTER,0.8423384350507401
ER<->NGF,ER,NGF,0.8417608053662557
BF<->ESD,BF,ESD,0.8414785121024984
APP<->LAT,APP,LAT,0.8407455832288595
ESD<->PTER,ESD,PTER,0.8405090169181906
NANOG<->SST,NANOG,SST,0.8394635524179259
MAPT<->PML,MAPT,PML,0.8381737056965267
RHO<->TNF,RHO,TNF,0.8377274952505317
CAST<->CAT,CAST,CAT,0.8373385222254235
KIZ<->LAT,KIZ,LAT,0.8370934424713609
CAST<->NSF,CAST,NSF,0.8368133322040139
ER<->KIT,ER,KIT,0.8343269377411489
MTF<->SKI,MTF,SKI,0.8336325894538493
PC<->TYR,PC,TYR,0.8322003287042731
MLL<->MYCN,MLL,MYCN,0.8320926922357843
OSM<->TEC,OSM,TEC,0.8317778936857456
HAT<->RHO,HAT,RHO,0.8316946829578274
CAT<->CISH,CAT,CISH,0.8313968903764121
REST<->SI,REST,SI,0.831075318236087
GRAF<->KIZ,GRAF,KIZ,0.8310135644674285
NODAL<->NSF,NODAL,NSF,0.8299337599769485
OSM<->XIAP,OSM,XIAP,0.8297853435575364
RHO<->VEGFB,RHO,VEGFB,0.8293922330877679
ARC<->NODAL,ARC,NODAL,0.8290778323394693
CHM<->MYC,CHM,MYC,0.8279581322445699
BCR<->XG,BCR,XG,0.8274385273078515
TEC<->XG,TEC,XG,0.8271909385683913
HNRNPK<->SYT,HNRNPK,SYT,0.8260047039400811
HAT<->VEGFB,HAT,VEGFB,0.8254133219768628
BLM<->ESD,BLM,ESD,0.8244850883787004
CP<->GAL,CP,GAL,0.8241219752688076
OSM<->POL,OSM,POL,0.8223480094651413
KIZ<->POLI,KIZ,POLI,0.8219821173995357
NGF<->OSM,NGF,OSM,0.8218837693748632
BLM<->SST,BLM,SST,0.821492110041478
BF<->MIP,BF,MIP,0.8201392993782779
PML<->RICTOR,PML,RICTOR,0.8200087430513998
MAPT<->OAT,MAPT,OAT,0.8193207337215205
JK<->VH,JK,VH,0.8191160833572938
STAC<->XIAP,STAC,XIAP,0.8181504596038144
GFAP<->HNRNPK,GFAP,HNRNPK,0.817722466208991
MTP<->SON,MTP,SON,0.8172900953323141
CCK<->SSB,CCK,SSB,0.8168589904395129
GEM<->POLI,GEM,POLI,0.8164936998955179
SCFV<->SYT,SCFV,SYT,0.8164640152286731
CCK<->GAG,CCK,GAG,0.8158984074534477
HTERT<->OAT,HTERT,OAT,0.8149586789740656
CHP<->HTERT,CHP,HTERT,0.8135566540061311
CHM<->VEGFB,CHM,VEGFB,0.8116109566114085
CHP<->LRP,CHP,LRP,0.8109564879659291
BLM<->IGM,BLM,IGM,0.8106760520846419
ACT<->VEGF,ACT,VEGF,0.8094333958156709
BID<->SKI,BID,SKI,0.80936708116593
APP<->SSB,APP,SSB,0.8093327395011483
APP<->GAG,APP,GAG,0.8075057449951175
GAL<->TG,GAL,TG,0.8073906751391179
PRL<->VIT,PRL,VIT,0.8071211825883876
GRAF<->LAR,GRAF,LAR,0.8070143824230789
GAG<->MUT,GAG,MUT,0.8061154185081557
LAR<->MTF,LAR,MTF,0.8058465184657662
MUT<->SSB,MUT,SSB,0.8057352594043019
JK<->TYR,JK,TYR,0.8046064143122856
GAL<->ZA,GAL,ZA,0.8043427636088955
ARC<->NSF,ARC,NSF,0.8038806984436121
MIP<->PRL,MIP,PRL,0.8031704321647363
CAST<->NODAL,CAST,NODAL,0.8025487564179222
NANOG<->VIT,NANOG,VIT,0.8022788526107081
BAK<->VIT,BAK,VIT,0.8016095396755497
MTP<->NODAL,MTP,NODAL,0.8015062560870431
MHC<->VEGFB,MHC,VEGFB,0.8000877632002086
FTF<->STING,FTF,STING,0.7999762512991365
CLSPN<->GEM,CLSPN,GEM,0.7996839865980154
MIP<->PGF,MIP,PGF,0.7990608492095325
DF<->PR,DF,PR,0.798910716978274
DO<->HDC,DO,HDC,0.7988673038821856
NGF<->STAC,NGF,STAC,0.79797298738649
HTERT<->RICTOR,HTERT,RICTOR,0.7978383889211118
CHP<->RICTOR,CHP,RICTOR,0.7975328741678309
SRI<->STING,SRI,STING,0.7970215402205902
CHM<->OSM,CHM,OSM,0.7968794486905653
OSM<->RHO,OSM,RHO,0.7968099780317688
ER<->JK,ER,JK,0.796500991090568
JK<->MYC,JK,MYC,0.7955778854471028
MHC<->PRO,MHC,PRO,0.7941939085346978
RHO<->XG,RHO,XG,0.7940710265383404
HLA<->MHC,HLA,MHC,0.7940137394708858
BAK<->TRE,BAK,TRE,0.7935142117746683
TRE<->VIT,TRE,VIT,0.7918855392838712
JK<->OSM,JK,OSM,0.7902247196530494
MYC<->RHO,MYC,RHO,0.7900367570763034
CCK<->CHP,CCK,CHP,0.789664557343416
BAD<->REL,BAD,REL,0.7891956066846578
HAT<->MYC,HAT,MYC,0.7889013329054492
LAT<->RICTOR,LAT,RICTOR,0.7886007591047435
IGM<->SST,IGM,SST,0.7878119180570781
ALK<->PNN,ALK,PNN,0.7868317240911901
EED<->SSB,EED,SSB,0.7865917926706574
CELL<->MSC,CELL,MSC,0.7837224301511985
KIZ<->SKI,KIZ,SKI,0.7821211057870021
GEM<->KIZ,GEM,KIZ,0.7816546620129347
NUMB<->OAT,NUMB,OAT,0.7808039963430142
OAT<->SNRNP,OAT,SNRNP,0.7798784475099316
CLSPN<->MUCIN,CLSPN,MUCIN,0.7794137535867107
JK<->PC,JK,PC,0.7788503674745393
MYC<->XG,MYC,XG,0.7788339128604487
APP<->CHP,APP,CHP,0.7782216960383048
HDC<->SCT,HDC,SCT,0.7777254584738839
ERAS<->GGT,ERAS,GGT,0.7775879684646844
ASS<->IMPACT,ASS,IMPACT,0.7774920385063551
GAPDH<->IGH,GAPDH,IGH,0.7774830827590675
LAT<->SRI,LAT,SRI,0.7774149113447234
NGF<->VEGFB,NGF,VEGFB,0.7772740481072323
OSM<->PC,OSM,PC,0.7772713380737333
POL<->XG,POL,XG,0.7759697322407056
BAK<->SST,BAK,SST,0.7757518170191524
JK<->NGF,JK,NGF,0.7756855760099236
ARC<->CAST,ARC,CAST,0.7754743288775031
CAST<->IGM,CAST,IGM,0.7749398738507418
HTERT<->SNRNP,HTERT,SNRNP,0.7748453727695055
LAR<->MLL,LAR,MLL,0.7734047910783988
CCK<->PML,CCK,PML,0.7722107663889812
GEM<->LAR,GEM,LAR,0.7721178783391138
FKHR<->SRC,FKHR,SRC,0.7716290101463987
ARCH<->POLE,ARCH,POLE,0.7716238130675427
MVD<->SI,MVD,SI,0.7714742416927692
IGM<->VIT,IGM,VIT,0.7704445295350418
MLL<->SSB,MLL,SSB,0.7702981130299367
CHM<->RHO,CHM,RHO,0.7701592283736088
BID<->STING,BID,STING,0.7695012544368476
HAT<->TNF,HAT,TNF,0.7692846273837293
EED<->KIZ,EED,KIZ,0.7689181013788231
CHP<->MUT,CHP,MUT,0.7686521698887703
POL<->XIAP,POL,XIAP,0.7681974496645065
ADC<->MAX,ADC,MAX,0.7671942699352623
BAK<->PTER,BAK,PTER,0.7657807658230047
APP<->PML,APP,PML,0.7644019922699957
OAT<->PML,OAT,PML,0.7642390252221034
HAT<->PC,HAT,PC,0.7637479739375485
MYC<->XIAP,MYC,XIAP,0.7630882554072236
GGT<->PNN,GGT,PNN,0.7630708251528386
COIL<->MTR,COIL,MTR,0.7621032248235801
MUCIN<->PML,MUCIN,PML,0.7620311604593646
BF<->BLM,BF,BLM,0.7618001724726977
KIZ<->OAT,KIZ,OAT,0.7612140270451637
MHC<->TNF,MHC,TNF,0.7608548152885856
NGF<->XG,NGF,XG,0.7601668518353629
MENT<->PNN,MENT,PNN,0.7593858558420398
CHM<->JK,CHM,JK,0.7591593049002102
HAT<->JK,HAT,JK,0.7580464560750387
CLSPN<->SSB,CLSPN,SSB,0.7579601773615884
MAPT<->SNRNP,MAPT,SNRNP,0.7574161111845579
LAR<->LAT,LAR,LAT,0.7571518310035913
MYC<->TNF,MYC,TNF,0.7569555785490643
MHC<->MSC,MHC,MSC,0.7565184904724203
CCK<->OAT,CCK,OAT,0.7564209916369764
KIN<->STING,KIN,STING,0.7561653938348214
GRAF<->SKI,GRAF,SKI,0.7557219817241776
MUT<->PML,MUT,PML,0.7546945411707131
GGT<->PRL,GGT,PRL,0.7539807931291781
GC<->MENT,GC,MENT,0.7537408352270615
GGT<->PGF,GGT,PGF,0.7536386230183593
MYC<->POL,MYC,POL,0.7536040255953819
EED<->SNRNP,EED,SNRNP,0.7530267898454227
CHP<->MLL,CHP,MLL,0.7530154445857291
ARC<->EMB,ARC,EMB,0.7526693423982503
OAT<->RICTOR,OAT,RICTOR,0.7525537312644023
NGF<->TNF,NGF,TNF,0.7524855276735992
EMB<->SON,EMB,SON,0.7522223338885298
AR<->WASH,AR,WASH,0.7521978325573758
OSM<->VEGFB,OSM,VEGFB,0.7521834631903983
CHM<->ER,CHM,ER,0.7515133268631712
GGT<->NANOG,GGT,NANOG,0.7513236383112307
REST<->ZA,REST,ZA,0.7512413807472589
COIL<->PK,COIL,PK,0.7506371142922237
LAT<->MLL,LAT,MLL,0.7504260732959793
TERT<->VH,TERT,VH,0.7499842611216703
BLM<->VIT,BLM,VIT,0.7498588732896104
NUMB<->PML,NUMB,PML,0.7497698941739506
AR<->CW,AR,CW,0.7484108609067472
BCR<->OSM,BCR,OSM,0.7482302519113545
CLSPN<->GAG,CLSPN,GAG,0.7475470489581496
AR<->GA,AR,GA,0.7468084430689028
MYC<->NGF,MYC,NGF,0.7465493542322792
EED<->MAPT,EED,MAPT,0.7460011921004839
XG<->XIAP,XG,XIAP,0.7456166418839227
BID<->SRI,BID,SRI,0.7450263373529691
HF<->SCT,HF,SCT,0.7447416331214599
CW<->REN,CW,REN,0.7446736771287891
CAT<->SON,CAT,SON,0.7444031075136829
HGF<->STING,HGF,STING,0.7439078125828122
CBL<->PGF,CBL,PGF,0.743476338188864
COPE<->MTR,COPE,MTR,0.7431183865609555
LRP<->MYCN,LRP,MYCN,0.7421372467168567
MIP<->SST,MIP,SST,0.7419864941079004
HNRNPK<->IGH,HNRNPK,IGH,0.7418718481306499
MUT<->OAT,MUT,OAT,0.7414733801429372
EED<->MYCN,EED,MYCN,0.7411873249657508
LAR<->MYCN,LAR,MYCN,0.7411547647179278
CHP<->MUCIN,CHP,MUCIN,0.741109346257015
KIZ<->MTF,KIZ,MTF,0.7403059667418893
NGF<->RHO,NGF,RHO,0.7400469039321343
CHP<->NUMB,CHP,NUMB,0.7394764619219113
IGH<->SYT,IGH,SYT,0.739261756174512
NANOG<->PTER,NANOG,PTER,0.7386258887640315
ERAS<->GC,ERAS,GC,0.7377946228233871
NANOG<->PGF,NANOG,PGF,0.7377243596112746
MYCN<->OAT,MYCN,OAT,0.7376989289249672
CBL<->PNN,CBL,PNN,0.7373596105535545
JUN<->KIT,JUN,KIT,0.7365785886678655
MENT<->MIP,MENT,MIP,0.7360910402033738
AE<->BCOR,AE,BCOR,0.7351492217711193
ADC<->GA,ADC,GA,0.7343865070393879
BCR<->PC,BCR,PC,0.7338277749324349
CAT<->NODAL,CAT,NODAL,0.7336882232978548
GRAF<->STING,GRAF,STING,0.7336294678146245
BF<->EGF,BF,EGF,0.7336005064276392
TYR<->XG,TYR,XG,0.7326664900740985
POL<->TEC,POL,TEC,0.7326315087404501
LRP<->PML,LRP,PML,0.7324351214856023
GAPDH<->HK,GAPDH,HK,0.732128869271361
GEM<->SKI,GEM,SKI,0.7318591062305219
DF<->HR,DF,HR,0.7318375382523599
HR<->PR,HR,PR,0.7311992162528185
ESD<->PRL,ESD,PRL,0.7296725246064901
BAK<->NANOG,BAK,NANOG,0.7293541658599131
ESD<->TRE,ESD,TRE,0.7272104891186196
PRL<->PTER,PRL,PTER,0.7272073107259734
EED<->LAT,EED,LAT,0.7270615374047562
ARCH<->CF,ARCH,CF,0.7262469689746031
LAT<->OAT,LAT,OAT,0.7260478530015058
HK<->KIT,HK,KIT,0.7255003280398222
APP<->OAT,APP,OAT,0.7248867997142674
BCOR<->MCC,BCOR,MCC,0.7247682969585756
SRC<->TERT,SRC,TERT,0.7246152486050766
KIZ<->MYCN,KIZ,MYCN,0.7240857669906391
TYR<->VH,TYR,VH,0.7233173841915723
BAK<->BF,BAK,BF,0.7229384254171726
MB<->PC,MB,PC,0.7216908824854752
MIP<->VIT,MIP,VIT,0.7207745876016296
KIT<->VH,KIT,VH,0.7203467043204858
COPE<->PK,COPE,PK,0.7202521824070021
CCK<->EED,CCK,EED,0.7189516409578675
JK<->XG,JK,XG,0.7186508608843423
GEM<->LAT,GEM,LAT,0.7173931204634433
MTF<->SRI,MTF,SRI,0.7169525414525749
EED<->PML,EED,PML,0.7138614090900955
GFAP<->SCFV,GFAP,SCFV,0.7130218250829067
MET<->REN,MET,REN,0.7129081723907188
EMB<->NODAL,EMB,NODAL,0.7128536228879462
OSM<->TNF,OSM,TNF,0.7123942877383317
CISH<->HNRNPK,CISH,HNRNPK,0.7118282631397708
CAT<->IGM,CAT,IGM,0.7115003992841648
HF<->MET,HF,MET,0.7104595523716002
JK<->KIT,JK,KIT,0.7104156163173356
SST<->TRE,SST,TRE,0.7095616187001358
VEGF<->VEGFB,VEGF,VEGFB,0.7087982799710056
CISH<->MTP,CISH,MTP,0.7085922478014979
GC<->GGT,GC,GGT,0.7083820531867407
PC<->RHO,PC,RHO,0.7080630170371262
LAT<->MUCIN,LAT,MUCIN,0.7078409481654317
ER<->HAT,ER,HAT,0.7076629534614537
MAPT<->MLL,MAPT,MLL,0.7069684870183185
GC<->PNN,GC,PNN,0.7069479789575887
ERG<->ET,ERG,ET,0.7063249322425438
FKHR<->GAPDH,FKHR,GAPDH,0.7051343624895152
PC<->TERT,PC,TERT,0.7047207689531539
BCOR<->FKHR,BCOR,FKHR,0.7040840774178999
GRAF<->MLL,GRAF,MLL,0.7037608603531922
EGF<->GGT,EGF,GGT,0.7034659682160198
EED<->MUT,EED,MUT,0.7030373009806526
SKI<->STING,SKI,STING,0.7017599627770782
HAT<->TEC,HAT,TEC,0.7010405389417841
FTF<->GRAF,FTF,GRAF,0.699921217928929
ERG<->FEV,ERG,FEV,0.6997771142029087
NGF<->ZA,NGF,ZA,0.6995199072243691
HTERT<->MLL,HTERT,MLL,0.6992608467301512
KIT<->TERT,KIT,TERT,0.6991385518022011
MYC<->VEGFB,MYC,VEGFB,0.698568275715366
CCK<->HTERT,CCK,HTERT,0.6980483713511129
PC<->TEC,PC,TEC,0.6972193866415803
MUCIN<->SSB,MUCIN,SSB,0.6968865346212952
CISH<->SYT,CISH,SYT,0.6963666893034778
EED<->HTERT,EED,HTERT,0.6959003073644723
KIT<->XIAP,KIT,XIAP,0.6957723851994311
PC<->SRC,PC,SRC,0.6957074820969306
MYC<->PC,MYC,PC,0.6940380000161014
CLSPN<->SNRNP,CLSPN,SNRNP,0.6938687511510118
MVD<->REST,MVD,REST,0.6930330627179326
GAG<->LAT,GAG,LAT,0.6929823977492559
LRP<->SNRNP,LRP,SNRNP,0.6927859852625072
MIP<->PTER,MIP,PTER,0.6921754357312039
NET<->PK,NET,PK,0.6914929030213718
CLSPN<->HTERT,CLSPN,HTERT,0.6906788738680211
BCR<->HAT,BCR,HAT,0.6905327479247165
BCOR<->SRC,BCOR,SRC,0.6902089457417041
HLA<->VEGF,HLA,VEGF,0.6898951171911232
ER<->TERT,ER,TERT,0.6898122922752135
TG<->ZA,TG,ZA,0.6895654037500567
PGF<->PNN,PGF,PNN,0.6886510138771046
CBL<->TCR,CBL,TCR,0.6880050545343068
BCR<->POL,BCR,POL,0.6878837401908436
JK<->JUN,JK,JUN,0.6872063737929682
VEGFB<->XIAP,VEGFB,XIAP,0.6870038758663961
CCK<->MLL,CCK,MLL,0.686385169178104
HTERT<->MUT,HTERT,MUT,0.6862106824603449
HK<->JK,HK,JK,0.6853513033181254
BF<->IGM,BF,IGM,0.6850272381779928
HAT<->TYR,HAT,TYR,0.684360466377958
GRAF<->POLI,GRAF,POLI,0.6843065108464149
SCD<->WASH,SCD,WASH,0.6842070027623615
CAST<->EMB,CAST,EMB,0.6842040963575075
IGM<->NSF,IGM,NSF,0.6836471564467946
MTP<->NSF,MTP,NSF,0.6826972826557667
GRAF<->MUT,GRAF,MUT,0.682489443862116
TNF<->XIAP,TNF,XIAP,0.6819470973105862
HEEL<->NODAL,HEEL,NODAL,0.6814517014049438
MYC<->TEC,MYC,TEC,0.6812126140777783
APP<->EED,APP,EED,0.6812060024407895
CHM<->XG,CHM,XG,0.6806614303662096
APP<->HTERT,APP,HTERT,0.6805221643038479
TNF<->VEGF,TNF,VEGF,0.6796919274001713
MTR<->NET,MTR,NET,0.6794886298766635
CS<->REL,CS,REL,0.678772509857739
ER<->OSM,ER,OSM,0.6787098131908796
COPE<->NET,COPE,NET,0.6783976608827357
PC<->XIAP,PC,XIAP,0.6782717179614265
RHO<->TEC,RHO,TEC,0.6782524631271618
ER<->HK,ER,HK,0.6777844809470289
ER<->VH,ER,VH,0.6777281381531671
HAT<->STAC,HAT,STAC,0.6776429357258952
TYR<->XIAP,TYR,XIAP,0.6775968197125953
GAPDH<->JUN,GAPDH,JUN,0.6775113043411889
MLL<->NUMB,MLL,NUMB,0.6774163120979904
CS<->WHITE,CS,WHITE,0.6770024916465823
ARCH<->WIRE,ARCH,WIRE,0.6768578527724574
RHO<->XIAP,RHO,XIAP,0.6764513904683629
JK<->SRC,JK,SRC,0.6763962973290334
CLSPN<->KIZ,CLSPN,KIZ,0.6763217914966748
NGF<->TEC,NGF,TEC,0.6761945888004198
MLL<->MUT,MLL,MUT,0.6756392663047903
TEC<->XIAP,TEC,XIAP,0.6755449768448923
EED<->RICTOR,EED,RICTOR,0.6755108936976131
MYC<->TYR,MYC,TYR,0.6751169187992972
CP<->REST,CP,REST,0.6745118648261594
BF<->GGT,BF,GGT,0.6742006191683849
STAC<->ZA,STAC,ZA,0.6741895399174725
LAT<->SKI,LAT,SKI,0.673917170476944
IGM<->PTER,IGM,PTER,0.6738786467297129
CCK<->GRAF,CCK,GRAF,0.6737727230208486
BAD<->CS,BAD,CS,0.6733011141761336
ACT<->MHC,ACT,MHC,0.673241793627553
CW<->WASH,CW,WASH,0.6731772082677028
MB<->TYR,MB,TYR,0.6731427563279155
MHC<->RHO,MHC,RHO,0.6730300007191028
VEGFB<->XG,VEGFB,XG,0.6728533077893907
JUN<->TERT,JUN,TERT,0.6721955759054526
PC<->VH,PC,VH,0.6719778972861463
MB<->SRC,MB,SRC,0.6719346865576498
OSM<->TYR,OSM,TYR,0.671803731466466
AE<->MB,AE,MB,0.6697595517884439
NET<->WASH,NET,WASH,0.6697427134434598
BLM<->PTER,BLM,PTER,0.6695468282315282
POLE<->WIRE,POLE,WIRE,0.6694320994414693
BID<->POLI,BID,POLI,0.669286673273658
HLA<->MSC,HLA,MSC,0.66914319208701
TAT<->TERT,TAT,TERT,0.6691378458118098
MVD<->ZA,MVD,ZA,0.6690213438227257
GAG<->KIZ,GAG,KIZ,0.6689247530659669
MSC<->VEGF,MSC,VEGF,0.6687247829411593
IGM<->TRE,IGM,TRE,0.6685044197778611
GAG<->MUCIN,GAG,MUCIN,0.6679879600177993
AR<->REN,AR,REN,0.6677447217990945
COPE<->GAPDH,COPE,GAPDH,0.6675735740219505
TERT<->XIAP,TERT,XIAP,0.6671589032785956
KIN<->SKI,KIN,SKI,0.6668965505594169
GEM<->SRI,GEM,SRI,0.6663962399552732
KIT<->TAT,KIT,TAT,0.6658877571794669
EED<->GRAF,EED,GRAF,0.6656474615528291
MLL<->SNRNP,MLL,SNRNP,0.6655177817644347
FKHR<->MB,FKHR,MB,0.6654617356906586
BID<->FTF,BID,FTF,0.6651852543138511
EED<->NUMB,EED,NUMB,0.6649711712394537
IGM<->MTP,IGM,MTP,0.6642145117227375
MSC<->PRO,MSC,PRO,0.6639614872214017
NGF<->PC,NGF,PC,0.6635849105842356
ER<->TYR,ER,TYR,0.663566468483546
CLSPN<->OAT,CLSPN,OAT,0.6632331506516407
PRO<->VEGFB,PRO,VEGFB,0.6628493993039911
EED<->LAR,EED,LAR,0.6627311604041152
MYCN<->POLI,MYCN,POLI,0.6625955316139703
